Sample,Timestamp,Current Error,PID Control Signal,Phase Shift
58,29.06,-0.48,57.8,0
59,29.58,-0.49,57.8,0
60,30.10,-0.52,53.8,0
61,30.62,-0.49,59.9,0
62,31.05,-0.54,50.3,0
63,31.57,-0.59,19.7,0
64,32.08,-0.56,22.8,0
65,32.60,-0.52,25.4,0
66,33.12,-0.49,30.7,0
67,33.55,-0.45,30.6,0
68,34.06,-0.44,31.6,0
69,34.57,-0.37,35.4,0
70,35.09,-0.34,35.0,0
71,35.61,-0.26,41.9,0
72,36.12,-0.17,41.0,0
73,36.55,-0.16,36.0,0
74,37.07,-0.12,39.5,0
75,37.58,-0.07,41.8,0
76,38.09,-0.04,39.3,0
77,38.61,0.05,49.8,0
78,39.04,0.04,46.8,0
79,39.56,0.02,41.2,0
80,40.07,0.04,38.1,0
81,40.59,0.07,43.6,0
82,41.11,0.11,44.0,0
83,41.54,0.09,42.4,0
84,42.06,0.09,42.3,0
85,42.57,0.10,43.7,0
86,43.09,0.11,44.9,0
87,43.61,0.12,46.1,0
88,44.04,0.10,39.4,0
89,44.56,0.13,44.9,0
90,45.07,0.12,41.9,0
91,45.57,0.13,40.8,0
92,46.08,0.11,39.1,0
93,46.60,0.12,39.6,0
94,47.12,0.17,49.0,0
95,47.55,0.11,43.7,0
96,48.06,0.09,40.5,0
97,48.58,0.10,43.5,0
98,49.10,0.09,44.0,0
99,49.62,0.06,43.2,0
100,50.05,0.04,40.0,0
101,50.56,-0.02,32.0,0
102,51.08,-0.01,36.0,0
103,51.60,-0.06,32.8,0
104,52.11,-0.05,36.6,0
105,52.54,-0.10,33.3,0
106,53.05,-0.09,34.6,0
107,53.57,-0.07,41.9,0
108,54.08,-0.12,33.3,0
109,54.59,-0.07,42.7,0
110,55.10,-0.11,36.3,0
111,55.61,-0.10,40.1,0
112,56.12,-0.10,40.1,0
113,56.55,-0.09,41.3,0
114,57.05,-0.07,37.2,0
115,57.56,-0.09,35.1,0
116,58.07,-0.05,38.8,0
117,58.58,-0.05,38.8,0
118,59.10,-0.05,40.5,0
119,59.61,-0.02,42.1,0
120,60.12,0.01,46.7,0
121,60.55,0.00,43.5,0
122,61.06,0.00,39.2,0
123,61.57,0.00,40.2,0
124,62.08,-0.01,37.9,0
125,62.60,0.00,41.8,0
126,63.11,0.02,38.2,0
127,63.62,0.01,37.9,0
128,64.05,0.07,45.8,0
129,64.56,0.01,34.3,0
130,65.07,0.05,40.8,0
131,65.58,0.07,41.6,0
132,66.09,0.07,43.4,0
133,66.60,0.07,43.4,0
134,67.12,0.05,41.7,0
135,67.54,0.07,42.6,0
136,68.05,0.05,40.1,0
137,68.57,0.11,44.7,0
138,69.08,0.07,40.0,0
139,69.59,0.09,41.3,0
140,70.10,0.06,38.8,0
141,70.62,0.09,43.2,0
142,71.04,0.05,38.5,0
143,71.55,0.07,42.9,0
144,72.07,0.01,37.4,0
145,72.58,0.02,40.6,0
146,73.09,0.04,40.9,0
147,73.61,-0.02,34.5,0
148,74.12,-0.02,36.3,0
149,74.55,-0.02,42.4,0
150,75.05,0.00,40.7,0
151,75.56,0.01,45.3,0
152,76.08,-0.06,34.3,0
153,76.59,-0.05,37.4,0
154,77.10,-0.01,41.1,0
155,77.62,-0.04,39.5,0
156,78.04,-0.06,37.7,0
157,78.55,-0.05,34.6,0
158,79.06,-0.01,42.0,0
159,79.57,-0.05,36.4,0
160,80.08,-0.06,36.8,0
161,80.59,-0.05,36.3,0
162,81.11,-0.04,41.8,0
163,81.62,-0.02,41.3,0
164,82.05,-0.06,38.4,0
165,82.56,-0.05,33.6,0
166,83.07,-0.04,38.4,0
167,83.58,0.01,43.4,0
168,84.09,-0.04,36.5,0
169,84.60,0.02,42.1,0
170,85.11,-0.02,37.8,0
171,85.54,0.00,39.5,0
172,86.05,0.01,41.5,0
173,86.57,0.02,46.3,0
174,87.08,0.02,40.2,0
175,87.59,-0.02,35.2,0
176,88.10,-0.04,37.4,0
177,88.61,0.02,44.5,0
178,89.05,0.01,38.9,0
179,89.56,0.02,41.2,0
180,90.07,-0.02,38.7,0
181,90.58,-0.02,39.5,0
182,91.09,0.04,44.2,0
183,91.60,-0.02,37.0,0
184,92.12,-0.01,40.0,0
185,92.55,0.00,42.8,0
186,93.06,-0.01,40.8,0
187,93.57,-0.04,33.0,0
188,94.08,-0.02,37.8,0
189,94.60,-0.01,44.2,0
190,95.11,-0.05,34.4,0
191,95.62,-0.01,39.0,0
192,96.05,-0.01,38.9,0
193,96.56,-0.01,36.4,0
194,97.07,0.01,41.6,0
195,97.58,-0.02,37.8,0
196,98.09,0.00,41.1,0
197,98.61,0.00,38.5,0
198,99.12,-0.02,38.5,0
199,99.54,-0.01,39.0,0
200,100.06,-0.02,38.6,0
201,100.57,-0.02,37.7,0
202,101.08,-0.06,33.0,0
203,101.59,0.02,45.5,0
204,102.11,0.02,42.7,0
205,102.62,0.01,37.1,0
206,103.04,-0.01,34.6,0
207,103.55,0.01,37.9,0
208,104.06,0.02,42.8,0
209,104.57,0.00,37.6,0
210,105.08,0.05,45.1,0
211,105.59,0.02,43.5,0
212,106.10,0.00,38.4,0
213,106.61,0.02,40.1,0
214,107.04,0.01,37.0,0
215,107.55,0.00,34.9,0
216,108.07,0.04,42.2,0
217,108.58,0.02,41.9,0
218,109.10,0.02,43.5,0
219,109.61,0.01,43.2,0
220,110.12,-0.01,38.1,0
221,110.55,0.06,45.7,0
222,111.05,0.06,44.0,0
223,111.56,0.04,40.6,0
224,112.08,0.01,40.7,0
225,112.59,0.05,42.6,0
226,113.11,0.05,41.9,0
227,113.62,0.02,38.5,0
228,114.04,0.00,39.4,0
229,114.56,0.02,41.9,0
230,115.07,0.02,42.0,0
231,115.58,-0.01,36.5,0
232,116.09,0.00,39.5,0
233,116.61,0.01,45.1,0
234,117.04,0.05,45.5,0
235,117.55,-0.01,36.6,0
236,118.06,0.00,43.1,0
237,118.58,0.02,44.6,0
238,119.09,-0.02,37.9,0
239,119.60,0.01,39.1,0
240,120.11,-0.04,32.1,0
241,120.54,-0.02,38.8,0
242,121.05,-0.01,39.9,0
243,121.55,-0.02,37.9,0
244,122.07,0.01,40.7,0
245,122.58,0.01,39.9,0
246,123.10,-0.02,36.9,0
247,123.61,0.01,47.8,0
248,124.05,0.00,41.2,0
249,124.56,-0.01,36.5,0
250,125.07,0.01,41.7,0
251,125.58,0.04,44.2,0
252,126.09,0.04,43.2,0
253,126.59,0.05,42.8,0
254,127.10,0.05,43.8,0
255,127.61,0.01,39.0,0
256,128.04,0.04,45.9,0
257,128.56,0.02,39.3,0
258,129.06,0.01,39.0,0
259,129.57,0.01,40.8,0
260,130.08,0.02,43.9,0
261,130.59,0.01,40.9,0
262,131.11,0.04,42.5,0
263,131.62,0.02,38.5,0
264,132.05,0.05,46.3,0
265,132.56,-0.01,32.2,0
266,133.07,0.00,38.8,0
267,133.58,0.05,43.9,0
268,134.09,0.07,44.5,0
269,134.61,0.00,35.3,0
270,135.12,0.01,42.6,0
271,135.54,0.02,39.6,0
272,136.06,0.00,35.2,0
273,136.57,0.04,40.0,0
274,137.08,0.02,39.7,0
275,137.59,0.02,39.7,0
276,138.11,0.04,42.6,0
277,138.62,0.01,39.3,0
278,139.04,0.01,39.3,0
279,139.55,0.02,39.7,0
280,140.06,-0.01,37.7,0
281,140.57,0.04,41.0,0
282,141.08,0.02,44.0,0
283,141.60,0.02,41.3,0
284,142.11,0.02,43.2,0
285,142.62,0.02,39.8,0
286,143.05,0.00,37.2,0
287,143.56,0.00,36.3,0
288,144.07,0.02,42.3,0
289,144.58,0.01,38.5,0
290,145.10,0.02,43.2,0
291,145.61,0.00,43.4,0
292,146.05,-0.01,39.5,0
293,146.56,0.00,41.8,0
294,147.07,-0.01,37.8,0
295,147.58,-0.02,36.5,0
296,148.09,0.00,43.5,0
297,148.60,-0.06,36.3,0
298,149.11,-0.02,41.7,0
299,149.62,-0.01,44.7,0
300,150.05,0.01,47.2,0
301,150.56,-0.07,34.0,0
302,151.07,-0.05,37.4,0
303,151.58,-0.04,38.7,0
304,152.09,-0.01,41.2,0
305,152.60,-0.02,38.2,0
306,153.11,-0.06,36.1,0
307,153.63,-0.05,39.1,0
308,154.05,-0.09,39.6,0
309,154.56,-0.04,37.7,0
310,155.08,0.00,41.3,0
311,155.59,-0.04,40.2,0
312,156.10,0.01,43.5,0
313,156.61,-0.01,39.1,0
314,157.12,0.00,40.5,0
315,157.54,0.00,39.6,0
316,158.05,-0.01,38.3,0
317,158.57,0.00,38.7,0
318,159.09,-0.04,38.3,0
319,159.60,-0.01,38.9,0
320,160.11,-0.01,39.2,0
321,160.62,-0.01,38.3,0
322,161.05,0.01,39.1,0
323,161.56,-0.02,35.2,0
324,162.08,0.01,41.8,0
325,162.59,-0.04,34.8,0
326,163.10,-0.01,41.7,0
327,163.62,-0.02,40.3,0
328,164.04,0.00,38.5,0
329,164.55,0.00,41.3,0
330,165.06,0.01,40.8,0
331,165.57,0.01,43.3,0
332,166.08,0.01,37.2,0
333,166.59,0.01,42.5,0
334,167.10,0.01,38.1,0
335,167.62,0.04,40.7,0
336,168.04,-0.01,34.8,0
337,168.56,-0.01,40.0,0
338,169.08,0.06,45.7,0
339,169.60,0.02,40.2,0
340,170.12,0.04,45.0,0
341,170.55,-0.01,38.3,0
342,171.05,0.00,38.8,0
343,171.57,0.02,43.9,0
344,172.09,0.01,44.5,0
345,172.60,-0.01,38.4,0
346,173.12,0.01,43.4,0
347,173.58,-0.01,40.1,0
348,174.10,-0.01,42.7,0
349,174.62,-0.02,41.4,0
350,175.05,-0.02,41.3,0
351,175.57,-0.04,42.6,0
352,176.09,-0.07,33.7,0
353,176.61,-0.02,41.3,0
354,177.04,-0.09,32.6,0
355,177.56,-0.07,36.3,0
356,178.07,-0.05,41.5,0
357,178.59,-0.05,35.3,0
358,179.11,-0.06,37.5,0
359,179.54,-0.04,43.4,0
360,180.05,-0.09,37.5,0
361,180.56,-0.01,45.1,0
362,181.08,-0.02,44.6,0
363,181.60,-0.02,42.8,0
364,182.12,-0.04,39.8,0
365,182.55,-0.05,35.9,0
366,183.06,0.00,43.7,0
367,183.58,0.02,42.6,0
368,184.09,0.05,45.1,0
369,184.61,-0.04,34.6,0
370,185.04,0.00,40.0,0
371,185.56,-0.01,41.4,0
372,186.08,0.01,40.5,0
373,186.59,0.02,44.2,0
374,187.11,0.02,42.5,0
375,187.54,0.01,40.5,0
376,188.05,0.01,39.7,0
377,188.57,0.02,46.0,0
378,189.08,0.02,39.1,0
379,189.60,0.00,37.5,0
380,190.12,-0.02,34.1,0
381,190.55,0.04,44.6,0
382,191.05,-0.02,34.9,0
383,191.57,0.04,43.9,0
384,192.09,0.01,39.6,0
385,192.60,0.01,40.5,0
386,193.04,-0.01,37.1,0
387,193.56,-0.01,35.3,0
388,194.06,0.01,42.2,0
389,194.58,0.02,42.6,0
390,195.10,0.01,41.3,0
391,195.61,0.02,41.7,0
392,196.04,0.04,40.3,0
393,196.56,0.02,41.0,0
394,197.08,0.00,36.8,0
395,197.60,0.01,38.9,0
396,198.11,0.04,42.2,0
397,198.55,0.04,43.8,0
398,199.05,-0.02,36.9,0
399,199.57,-0.01,12.4,0
400,200.08,0.02,11.1,0
401,200.60,0.06,12.0,0
402,201.11,0.06,7.9,0
403,201.55,0.09,8.8,0
404,202.06,0.17,12.8,0
405,202.58,0.27,22.2,0
406,203.09,0.29,17.7,0
407,203.61,0.40,25.5,0
408,204.12,0.46,24.3,0
409,204.55,0.49,21.4,0
410,205.06,0.57,29.5,0
411,205.58,0.66,29.6,0
412,206.09,0.66,22.9,0
413,206.61,0.70,23.5,0
414,207.05,0.77,28.2,0
415,207.56,0.81,26.2,0
416,208.08,0.84,28.4,0
417,208.59,0.88,29.2,0
418,209.11,0.92,31.7,0
419,209.54,0.93,27.4,0
420,210.06,0.94,28.0,0
421,210.57,0.95,25.7,0
422,211.09,1.00,26.4,0
423,211.62,0.98,21.0,0
424,212.05,1.01,26.6,0
425,212.56,1.05,29.5,0
426,213.08,1.03,26.7,0
427,213.60,1.00,19.4,0
428,214.11,1.01,23.9,0
429,214.55,1.00,86.9,0
430,215.05,1.05,86.1,0
431,215.56,0.95,80.4,0
432,216.07,0.92,78.0,0
433,216.59,0.78,73.3,0
434,217.10,0.63,63.5,0
435,217.63,0.55,71.9,0
436,218.05,0.44,65.6,0
437,218.57,0.28,57.8,0
438,219.08,0.12,52.6,0
439,219.60,-0.02,50.3,0
440,220.11,-0.18,45.0,0
441,220.55,-0.28,42.2,0
442,221.06,-0.39,45.0,0
443,221.58,-0.51,41.3,0
444,222.09,-0.59,41.0,0
445,222.61,-0.65,45.7,0
446,223.04,-0.71,36.8,0
447,223.56,-0.76,39.5,0
448,224.07,-0.82,38.8,0
449,224.59,-0.87,35.4,0
450,225.11,-0.88,39.7,0
451,225.55,-0.90,45.2,0
452,226.05,-0.95,43.1,0
453,226.56,-0.92,51.8,0
454,227.08,-0.94,47.0,0
455,227.60,-0.95,47.1,0
456,228.11,-0.93,46.5,0
457,228.55,-0.94,44.8,0
458,229.05,-0.93,46.4,0
459,229.57,-0.92,48.9,0
460,230.09,-0.89,19.6,0
461,230.61,-0.89,23.4,0
462,231.12,-0.85,24.9,0
463,231.55,-0.82,24.8,0
464,232.07,-0.76,26.4,0
465,232.58,-0.62,33.8,0
466,233.10,-0.59,30.0,0
467,233.62,-0.42,43.6,0
468,234.04,-0.38,42.8,0
469,234.56,-0.28,45.5,0
470,235.08,-0.20,44.4,0
471,235.59,-0.10,46.3,0
472,236.11,-0.02,47.8,0
473,236.63,0.04,51.2,0
474,237.05,0.10,49.8,0
475,237.57,0.16,48.1,0
476,238.10,0.21,52.2,0
477,238.61,0.22,50.9,0
478,239.05,0.24,50.1,0
479,239.57,0.27,54.3,0
480,240.08,0.26,48.9,0
481,240.60,0.28,52.5,0
482,241.12,0.27,51.2,0
483,241.55,0.24,48.9,0
484,242.06,0.22,50.0,0
485,242.57,0.21,49.8,0
486,243.09,0.20,47.8,0
487,243.60,0.15,42.9,0
488,244.12,0.12,44.0,0
489,244.55,0.07,39.9,0
490,245.06,0.06,44.8,0
491,245.58,-0.01,39.1,0
492,246.09,-0.02,37.9,0
493,246.61,0.01,45.2,0
494,247.04,-0.05,37.2,0
495,247.56,-0.05,36.3,0
496,248.07,-0.10,37.4,0
497,248.59,-0.11,38.8,0
498,249.11,-0.20,27.3,0
499,249.55,-0.21,34.8,0
500,250.05,-0.22,35.1,0
501,250.56,-0.26,33.9,0
502,251.08,-0.28,32.2,0
503,251.60,-0.29,32.5,0
504,252.12,-0.29,35.9,0
505,252.55,-0.29,34.9,0
506,253.06,-0.31,30.1,0
507,253.58,-0.28,38.5,0
508,254.09,-0.27,36.2,0
509,254.61,-0.29,32.7,0
510,255.05,-0.27,36.6,0
511,255.56,-0.22,40.7,0
512,256.08,-0.22,37.2,0
513,256.59,-0.20,41.1,0
514,257.11,-0.12,45.9,0
515,257.54,-0.15,37.4,0
516,258.06,-0.05,47.3,0
517,258.57,-0.10,40.5,0
518,259.09,-0.07,35.8,0
519,259.61,-0.04,38.6,0
520,260.04,0.02,48.4,0
521,260.56,0.02,45.8,0
522,261.08,0.05,48.2,0
523,261.60,0.05,45.6,0
524,262.11,0.02,38.8,0
525,262.54,0.07,49.0,0
526,263.04,0.04,39.2,0
527,263.55,0.04,40.0,0
528,264.07,0.04,41.1,0
529,264.58,0.05,42.2,0
530,265.10,0.01,42.0,0
531,265.62,0.04,45.3,0
532,266.05,0.04,45.5,0
533,266.56,0.02,42.4,0
534,267.08,-0.01,39.6,0
535,267.60,-0.05,36.0,0
536,268.11,-0.06,32.8,0
537,268.62,-0.06,36.4,0
538,269.04,-0.04,38.0,0
539,269.55,-0.04,41.4,0
540,270.06,-0.04,37.9,0
541,270.57,-0.06,33.7,0
542,271.08,-0.06,36.4,0
543,271.60,-0.05,43.6,0
544,272.11,-0.06,39.7,0
545,272.62,-0.04,38.8,0
546,273.05,-0.04,40.4,0
547,273.55,-0.06,38.9,0
548,274.06,-0.06,42.4,0
549,274.57,-0.09,37.2,0
550,275.09,-0.02,42.6,0
551,275.60,-0.06,36.9,0
552,276.11,-0.12,32.3,0
553,276.54,-0.02,42.2,0
554,277.05,-0.09,36.1,0
555,277.55,-0.04,44.5,0
556,278.07,-0.01,44.5,0
557,278.58,-0.04,39.3,0
558,279.09,0.00,44.8,0
559,279.61,0.02,46.5,0
560,280.12,-0.04,34.8,0
561,280.54,-0.05,37.1,0
562,281.05,0.04,49.3,0
563,281.56,0.05,44.5,0
564,282.07,0.02,40.2,0
565,282.58,-0.01,34.7,0
566,283.10,0.06,46.6,0
567,283.61,0.05,48.0,0
568,284.04,0.04,41.4,0
569,284.55,0.04,43.4,0
570,285.06,0.05,42.0,0
571,285.57,0.04,42.6,0
572,286.08,0.05,42.8,0
573,286.59,-0.01,32.9,0
574,287.11,0.01,38.3,0
575,287.62,0.02,39.6,0
576,288.05,0.04,45.2,0
577,288.56,0.00,40.5,0
578,289.07,0.00,36.2,0
579,289.58,-0.01,39.2,0
580,290.09,-0.01,39.4,0
581,290.60,-0.01,43.7,0
582,291.11,-0.02,40.8,0
583,291.62,-0.04,41.2,0
584,292.05,-0.01,41.0,0
585,292.56,-0.05,37.4,0
586,293.08,-0.06,40.3,0
587,293.59,0.00,45.8,0
588,294.11,-0.06,36.9,0
589,294.62,-0.05,42.4,0
590,295.05,-0.02,39.8,0
591,295.56,-0.05,34.5,0
592,296.07,-0.06,38.5,0
593,296.58,-0.04,38.5,0
594,297.09,-0.01,44.4,0
595,297.61,-0.02,41.3,0
596,298.12,-0.04,40.1,0
597,298.54,-0.05,37.1,0
598,299.05,-0.04,38.3,0
599,299.56,-0.04,40.2,0
600,300.07,0.00,44.8,0
601,300.59,0.01,45.0,0
602,301.10,0.00,41.2,0
603,301.61,-0.01,40.0,0
604,302.12,0.01,43.3,0
605,302.55,-0.01,42.4,0
606,303.06,-0.04,34.6,0
607,303.56,0.05,44.5,0
608,304.07,0.02,40.1,0
609,304.58,0.02,40.1,0
610,305.10,0.02,43.6,0
611,305.61,0.04,45.1,0
612,306.12,0.01,40.7,0
613,306.55,0.04,42.3,0
614,307.05,0.01,38.1,0
615,307.56,0.01,36.3,0
616,308.07,0.04,44.1,0
617,308.59,0.02,42.8,0
618,309.10,0.04,43.3,0
619,309.61,0.02,39.4,0
620,310.12,0.02,42.1,0
621,310.55,0.00,36.9,0
622,311.06,0.04,44.1,0
623,311.56,0.04,41.7,0
624,312.07,0.04,41.6,0
625,312.59,0.02,40.3,0
626,313.11,0.01,41.7,0
627,313.62,0.01,39.9,0
628,314.04,0.01,40.7,0
629,314.55,-0.02,37.1,0
630,315.06,0.00,40.6,0
631,315.57,-0.06,32.4,0
632,316.08,-0.05,34.5,0
633,316.59,-0.01,42.7,0
634,317.11,0.00,41.4,0
635,317.62,-0.02,35.3,0
636,318.05,-0.04,40.2,0
637,318.56,0.01,44.3,0
638,319.07,-0.04,37.6,0
639,319.58,-0.04,41.0,0
640,320.09,-0.05,37.2,0
641,320.60,-0.04,42.8,0
642,321.11,-0.05,38.1,0
643,321.62,-0.05,40.6,0
644,322.05,-0.04,44.4,0
645,322.56,-0.04,41.9,0
646,323.08,-0.07,41.4,0
647,323.59,-0.07,41.4,0
648,324.10,-0.06,39.2,0
649,324.61,-0.04,40.9,0
650,325.04,-0.09,34.9,0
651,325.55,-0.05,37.8,0
652,326.06,-0.05,37.7,0
653,326.58,-0.05,40.4,0
654,327.10,0.00,47.9,0
655,327.61,-0.07,39.3,0
656,328.12,-0.02,43.8,0
657,328.55,0.00,42.7,0
658,329.05,-0.04,38.1,0
659,329.56,-0.02,38.4,0
660,330.08,0.00,44.4,0
661,330.59,0.01,43.8,0
662,331.11,-0.02,37.4,0
663,331.62,-0.01,37.8,0
664,332.04,-0.01,43.0,0
665,332.56,-0.01,40.3,0
666,333.07,0.01,42.1,0
667,333.58,-0.01,40.3,0
668,334.09,0.01,40.3,0
669,334.60,0.00,42.4,0
670,335.11,0.00,40.0,0
671,335.62,0.06,48.9,0
672,336.04,0.05,45.8,0
673,336.55,0.02,39.8,0
674,337.06,-0.01,37.0,0
675,337.57,0.04,42.2,0
676,338.08,0.00,37.3,0
677,338.60,0.01,37.8,0
678,339.11,0.00,36.5,0
679,339.62,0.01,40.5,0
680,340.05,0.02,43.3,0
681,340.56,0.01,42.1,0
682,341.08,0.04,40.3,0
683,341.59,0.02,40.0,0
684,342.10,0.02,40.8,0
685,342.61,0.06,47.3,0
686,343.04,0.05,40.8,0
687,343.55,-0.01,36.3,0
688,344.07,0.02,42.7,0
689,344.58,0.01,38.7,0
690,345.09,0.02,44.5,0
691,345.61,0.00,38.5,0
692,346.12,-0.01,37.1,0
693,346.55,0.02,46.1,0
694,347.06,0.01,41.5,0
695,347.57,-0.05,37.7,0
696,348.08,-0.02,39.4,0
697,348.59,-0.06,37.3,0
698,349.10,-0.01,41.6,0
699,349.61,-0.02,41.0,0
700,350.04,-0.06,35.5,0
701,350.55,-0.02,36.8,0
702,351.06,-0.02,40.2,0
703,351.57,-0.06,37.3,0
704,352.08,0.00,45.4,0
705,352.59,0.00,42.0,0
706,353.11,-0.01,39.7,0
707,353.62,-0.01,38.8,0
708,354.05,0.00,41.7,0
709,354.56,-0.01,43.1,0
710,355.07,-0.02,35.8,0
711,355.58,0.01,42.2,0
712,356.10,-0.04,36.2,0
713,356.61,0.01,43.0,0
714,357.04,-0.01,39.6,0
715,357.55,0.00,38.2,0
716,358.06,0.01,43.0,0
717,358.58,0.00,40.7,0
718,359.09,0.02,44.3,0
719,359.60,0.04,40.3,0
720,360.11,0.00,40.0,0
721,360.55,-0.01,39.5,0
722,361.05,0.01,38.7,0
723,361.55,0.01,40.5,0
724,362.06,0.05,45.1,0
725,362.57,0.04,40.3,0
726,363.09,-0.02,33.8,0
727,363.60,0.01,38.8,0
728,364.11,0.04,43.8,0
729,364.62,0.06,45.6,0
730,365.05,0.04,38.6,0
731,365.55,0.07,46.1,0
732,366.07,0.05,42.6,0
733,366.58,0.05,44.2,0
734,367.09,0.06,43.1,0
735,367.61,0.05,39.0,0
736,368.04,0.04,42.2,0
737,368.56,0.06,44.8,0
738,369.07,0.05,41.9,0
739,369.59,0.05,40.2,0
740,370.11,0.00,39.3,0
741,370.62,0.02,40.3,0
742,371.06,-0.02,36.0,0
743,371.58,0.00,42.1,0
744,372.09,-0.05,35.4,0
745,372.61,0.01,46.9,0
746,373.13,0.01,43.3,0
747,373.56,0.00,42.0,0
748,374.07,-0.04,36.6,0
749,374.59,-0.04,40.1,0
750,375.10,0.00,41.3,0
751,375.61,-0.02,36.9,0
752,376.12,-0.06,35.8,0
753,376.55,-0.02,39.7,0
754,377.06,-0.05,41.4,0
755,377.58,-0.05,41.3,0
756,378.09,-0.04,41.8,0
757,378.61,0.00,45.4,0
758,379.13,-0.05,38.6,0
759,379.56,-0.05,38.7,0
760,380.07,0.00,42.0,0
761,380.59,-0.02,41.1,0
762,381.10,0.00,42.0,0
763,381.62,0.00,41.9,0
764,382.05,0.01,42.2,0
765,382.57,-0.02,36.8,0
766,383.09,0.00,44.5,0
767,383.60,-0.01,39.7,0
768,384.12,0.01,40.6,0
769,384.55,-0.01,39.7,0
770,385.09,-0.01,38.9,0
771,385.60,0.00,40.2,0
772,386.10,0.01,42.2,0
773,386.62,0.02,43.6,0
774,387.05,0.01,40.4,0
775,387.57,0.04,43.8,0
776,388.08,0.02,41.0,0
777,388.60,0.04,44.8,0
778,389.12,0.04,43.9,0
779,389.55,0.01,37.2,0
780,390.06,0.05,43.6,0
781,390.58,0.02,39.3,0
782,391.10,0.05,43.6,0
783,391.63,0.04,46.6,0
784,392.05,0.00,37.6,0
785,392.57,0.04,44.0,0
786,393.09,0.01,39.7,0
787,393.61,0.01,41.5,0
788,394.12,0.01,41.7,0
789,394.55,0.05,46.2,0
790,395.06,0.02,40.2,0
791,395.58,0.01,39.9,0
792,396.09,0.01,41.7,0
793,396.61,0.02,39.5,0
794,397.04,-0.01,40.0,0
795,397.56,0.00,40.4,0
796,398.07,0.00,42.2,0
797,398.59,-0.01,41.7,0
798,399.11,0.00,42.1,0
799,399.54,0.00,40.4,0
800,400.05,-0.04,36.7,0
801,400.57,0.02,43.8,0
802,401.09,-0.02,38.8,0
803,401.61,-0.02,42.2,0
804,402.04,-0.01,45.2,0
805,402.56,-0.05,38.8,0
806,403.08,-0.01,43.4,0
807,403.59,-0.01,45.1,0
808,404.11,0.00,42.1,0
809,404.63,-0.01,41.6,0
810,405.05,-0.01,40.9,0
811,405.58,-0.01,41.7,0
812,406.10,-0.02,41.2,0
813,406.61,-0.04,40.9,0
814,407.05,-0.02,36.9,0
815,407.57,-0.05,41.2,0
816,408.09,-0.04,37.4,0
817,408.61,-0.05,38.8,0
818,409.04,-0.07,34.4,0
819,409.57,-0.05,43.8,0
820,410.08,-0.04,40.8,0
821,410.59,-0.04,42.5,0
822,411.11,-0.06,39.9,0
823,411.54,-0.04,41.5,0
824,412.05,-0.05,40.3,0
825,412.57,-0.04,41.5,0
826,413.09,-0.02,39.3,0
827,413.61,-0.04,38.8,0
828,414.12,-0.05,38.5,0
829,414.56,-0.02,40.1,0
830,415.08,-0.02,40.9,0
831,415.59,-0.01,41.2,0
832,416.11,0.01,42.1,0
833,416.63,-0.05,33.9,0
834,417.05,0.00,44.2,0
835,417.57,-0.01,41.2,0
836,418.09,0.01,39.4,0
837,418.60,-0.01,39.5,0
838,419.12,-0.05,35.8,0
839,419.55,-0.02,35.7,0
840,420.07,0.00,39.9,0
841,420.59,0.02,41.5,0
842,421.10,0.02,45.0,0
843,421.63,0.01,42.8,0
844,422.05,-0.01,40.3,0
845,422.56,0.01,43.8,0
