Sample,Timestamp,Current Error,PID Control Signal,Phase Shift
194,97.12,-0.09,24.4,0
195,97.54,-0.09,23.5,0
196,98.06,-0.09,24.2,0
197,98.57,-0.07,29.8,0
198,99.08,-0.10,23.0,0
199,99.59,-0.07,29.8,0
200,100.10,-0.07,29.8,0
201,100.61,-0.07,26.3,0
202,101.04,-0.07,24.3,0
203,101.55,-0.10,24.3,0
204,102.07,-0.06,27.4,0
205,102.59,-0.04,33.3,0
206,103.09,-0.07,23.4,0
207,103.61,-0.06,29.7,0
208,104.11,-0.06,27.2,0
209,104.54,-0.06,28.1,0
210,105.06,-0.09,26.2,0
211,105.57,-0.05,29.9,0
212,106.08,-0.05,29.1,0
213,106.59,-0.06,24.4,0
214,107.10,-0.05,24.7,0
215,107.62,-0.04,28.4,0
216,108.04,-0.04,25.9,0
217,108.55,-0.04,25.9,0
218,109.07,-0.01,29.1,0
219,109.59,-0.07,28.1,0
220,110.10,-0.07,22.0,0
221,110.61,-0.05,23.7,0
222,111.12,-0.06,23.3,0
223,111.54,-0.07,19.3,0
224,112.05,-0.06,23.1,0
225,112.56,-0.06,23.2,0
226,113.07,-0.02,27.9,0
227,113.58,-0.02,23.4,0
228,114.09,-0.05,24.3,0
229,114.60,-0.05,25.1,0
230,115.12,-0.07,21.8,0
231,115.54,-0.02,30.3,0
232,116.06,-0.04,21.9,0
233,116.57,-0.05,20.7,0
234,117.08,-0.02,26.6,0
235,117.59,-0.01,24.5,0
236,118.09,-0.05,23.3,0
237,118.61,-0.04,22.8,0
238,119.04,0.00,29.3,0
239,119.55,-0.05,22.4,0
240,120.06,-0.02,25.8,0
241,120.58,-0.05,23.2,0
242,121.08,-0.02,25.8,0
243,121.59,-0.02,25.6,0
244,122.10,0.01,28.6,0
245,122.61,-0.01,24.2,0
246,123.12,-0.01,22.5,0
247,123.54,0.00,28.3,0
248,124.05,0.02,31.6,0
249,124.57,-0.02,25.7,0
250,125.07,-0.05,20.5,0
251,125.58,0.00,26.4,0
252,126.09,-0.01,26.0,0
253,126.60,-0.01,23.5,0
254,127.12,-0.01,23.4,0
255,127.55,-0.02,24.7,0
256,128.06,0.00,29.0,0
257,128.57,-0.02,27.3,0
258,129.08,-0.01,26.0,0
259,129.59,-0.02,30.9,0
260,130.11,-0.04,21.7,0
261,130.61,-0.01,26.0,0
262,131.05,0.00,27.2,0
263,131.56,-0.01,21.5,0
264,132.07,0.01,31.0,0
265,132.59,-0.04,24.1,0
266,133.10,-0.02,22.9,0
267,133.62,0.00,23.6,0
268,134.04,0.00,23.5,0
269,134.55,0.02,30.4,0
270,135.07,0.02,28.8,0
271,135.57,0.00,26.1,0
272,136.09,0.00,25.3,0
273,136.60,0.00,27.9,0
274,137.10,0.00,27.1,0
275,137.61,0.05,32.1,0
276,138.04,0.00,26.2,0
277,138.55,0.02,26.2,0
278,139.07,0.02,26.8,0
279,139.58,0.04,30.0,0
280,140.09,-0.01,23.2,0
281,140.61,0.00,25.5,0
282,141.12,0.02,25.3,0
283,141.55,-0.04,19.9,0
284,142.06,0.02,27.9,0
285,142.57,-0.01,23.3,0
286,143.08,0.02,27.1,0
287,143.59,0.00,25.4,0
288,144.10,0.01,28.4,0
289,144.61,-0.02,20.3,0
290,145.04,0.00,21.9,0
291,145.55,-0.02,19.4,0
292,146.07,0.01,25.8,0
293,146.58,0.00,28.9,0
294,147.09,0.02,27.1,0
295,147.60,0.02,23.6,0
296,148.11,-0.01,21.5,0
297,148.62,0.00,24.5,0
298,149.05,0.04,31.0,0
299,149.56,0.00,23.6,0
300,150.07,0.05,28.8,0
301,150.58,0.04,27.6,0
302,151.09,0.01,21.4,0
303,151.60,0.02,26.4,0
304,152.11,-0.01,22.5,0
305,152.61,0.04,26.8,0
306,153.05,-0.02,20.4,0
307,153.56,0.04,26.8,0
308,154.07,0.01,26.0,0
309,154.58,0.04,28.4,0
310,155.09,0.01,28.6,0
311,155.63,-0.02,23.9,0
312,156.05,0.00,26.5,0
313,156.56,-0.02,23.2,0
314,157.07,-0.02,22.2,0
315,157.57,-0.02,23.1,0
316,158.09,-0.04,22.7,0
317,158.60,-0.02,26.5,0
318,159.12,-0.07,15.4,0
319,159.55,-0.04,24.5,0
320,160.06,-0.01,27.0,0
321,160.57,-0.02,25.5,0
322,161.08,-0.05,18.8,0
323,161.60,-0.01,26.8,0
324,162.11,-0.04,23.5,0
325,162.62,-0.01,29.5,0
326,163.04,0.00,24.6,0
327,163.55,0.00,25.5,0
328,164.06,-0.01,23.3,0
329,164.57,0.02,25.4,0
330,165.08,0.02,27.2,0
331,165.59,0.06,30.1,0
332,166.10,0.01,26.8,0
333,166.61,0.00,21.1,0
334,167.04,0.00,24.7,0
335,167.56,0.01,22.4,0
336,168.07,0.02,28.9,0
337,168.59,-0.02,21.3,0
338,169.11,-0.05,17.9,0
339,169.55,0.02,28.8,0
340,170.06,-0.04,22.6,0
341,170.58,-0.02,22.1,0
342,171.09,0.02,26.3,0
343,171.60,-0.01,24.2,0
344,172.11,-0.02,23.9,0
345,172.54,0.00,27.4,0
346,173.06,-0.02,21.3,0
347,173.58,-0.01,24.4,0
348,174.09,-0.02,26.5,0
349,174.61,-0.02,26.5,0
350,175.12,0.00,30.7,0
351,175.55,-0.01,25.9,0
352,176.07,0.02,28.9,0
353,176.59,-0.01,25.0,0
354,177.10,-0.06,18.4,0
355,177.62,-0.02,26.4,0
356,178.05,-0.04,24.3,0
357,178.57,-0.02,23.8,0
358,179.07,-0.02,24.7,0
359,179.58,-0.04,21.6,0
360,180.09,0.00,29.9,0
361,180.61,0.02,29.6,0
362,181.04,-0.04,22.5,0
363,181.56,-0.05,21.3,0
364,182.07,-0.04,24.3,0
365,182.59,-0.02,23.8,0
366,183.11,-0.01,28.4,0
367,183.54,-0.02,24.5,0
368,184.05,0.00,27.1,0
369,184.57,-0.05,23.8,0
370,185.08,0.00,26.9,0
371,185.59,-0.01,26.8,0
372,186.11,-0.01,25.0,0
373,186.54,0.01,28.3,0
374,187.06,0.01,30.0,0
375,187.58,0.02,29.5,0
376,188.08,0.00,26.1,0
377,188.60,-0.02,23.6,0
378,189.12,-0.02,24.4,0
379,189.55,0.01,26.6,0
380,190.06,0.01,24.8,0
381,190.58,0.02,28.7,0
382,191.09,0.01,27.4,0
383,191.61,-0.02,23.5,0
384,192.12,-0.01,24.9,0
385,192.55,0.04,32.4,0
386,193.07,0.02,30.4,0
387,193.59,-0.02,26.3,0
388,194.10,0.00,26.2,0
389,194.62,0.01,29.1,0
390,195.05,0.00,25.3,0
391,195.57,0.00,23.6,0
392,196.08,0.00,26.2,0
393,196.60,-0.02,21.1,0
394,197.12,-0.01,24.9,0
395,197.55,-0.01,24.9,0
396,198.06,-0.04,24.2,0
397,198.58,-0.04,22.3,0
398,199.10,0.00,-2.3,0
399,199.61,-0.02,-6.3,0
400,200.11,0.01,-2.3,0
401,200.55,0.01,-6.0,0
402,201.05,0.09,-1.8,0
403,201.56,0.17,5.2,0
404,202.07,0.24,5.7,0
405,202.59,0.31,6.6,0
406,203.10,0.43,14.7,0
407,203.62,0.54,21.6,0
408,204.04,0.59,17.6,0
409,204.56,0.61,12.2,0
410,205.06,0.65,15.5,0
411,205.57,0.72,17.4,0
412,206.09,0.74,16.3,0
413,206.60,0.74,11.3,0
414,207.12,0.82,14.8,0
415,207.55,0.79,9.2,0
416,208.07,0.84,13.0,0
417,208.59,0.83,13.2,0
418,209.09,0.81,5.0,0
419,209.61,0.88,16.5,0
420,210.12,0.87,11.1,0
421,210.55,0.89,11.1,0
422,211.07,0.93,13.9,0
423,211.59,0.95,14.7,0
424,212.10,0.98,12.0,0
425,212.62,1.00,16.8,0
426,213.05,1.00,13.8,0
427,213.57,0.99,10.4,0
428,214.07,1.04,12.4,0
429,214.59,1.04,70.1,0
430,215.11,1.05,73.1,0
431,215.54,0.99,65.9,0
432,216.05,0.92,63.2,0
433,216.57,0.81,57.7,0
434,217.08,0.67,50.7,0
435,217.60,0.56,52.0,0
436,218.11,0.40,45.5,0
437,218.54,0.31,48.7,0
438,219.06,0.12,39.8,0
439,219.57,-0.01,34.9,0
440,220.09,-0.16,32.1,0
441,220.61,-0.24,35.8,0
442,221.04,-0.38,31.0,0
443,221.56,-0.48,29.6,0
444,222.07,-0.56,30.5,0
445,222.59,-0.61,32.0,0
446,223.11,-0.67,31.7,0
447,223.54,-0.73,31.1,0
448,224.05,-0.77,29.1,0
449,224.57,-0.78,33.3,0
450,225.08,-0.84,22.6,0
451,225.60,-0.83,28.6,0
452,226.11,-0.88,28.5,0
453,226.54,-0.89,32.6,0
454,227.06,-0.95,28.6,0
455,227.58,-0.94,31.2,0
456,228.08,-0.98,30.4,0
457,228.60,-0.99,31.3,0
458,229.11,-1.03,27.1,0
459,229.55,-1.05,25.8,0
460,230.06,-1.06,-0.4,0
461,230.58,-1.04,-1.0,0
462,231.09,-0.98,4.9,0
463,231.61,-0.93,6.5,0
464,232.12,-0.85,10.2,0
465,232.55,-0.74,17.5,0
466,233.06,-0.66,17.2,0
467,233.58,-0.54,20.6,0
468,234.09,-0.39,27.4,0
469,234.61,-0.23,37.2,0
470,235.05,-0.17,34.3,0
471,235.57,-0.07,38.1,0
472,236.07,0.02,39.4,0
473,236.59,0.07,32.8,0
474,237.10,0.16,40.7,0
475,237.62,0.22,40.9,0
476,238.05,0.26,40.4,0
477,238.57,0.26,36.2,0
478,239.07,0.29,40.9,0
479,239.58,0.29,34.9,0
480,240.09,0.28,37.3,0
481,240.61,0.27,37.8,0
482,241.13,0.28,41.9,0
483,241.56,0.29,37.2,0
484,242.07,0.23,31.0,0
485,242.59,0.21,33.2,0
486,243.11,0.17,29.5,0
487,243.54,0.16,31.8,0
488,244.06,0.12,30.8,0
489,244.58,0.06,26.3,0
490,245.08,0.09,32.5,0
491,245.60,0.06,32.6,0
492,246.11,-0.01,26.0,0
493,246.54,-0.02,24.7,0
494,247.06,-0.06,26.3,0
495,247.58,-0.11,22.1,0
496,248.09,-0.12,21.5,0
497,248.61,-0.13,25.6,0
498,249.12,-0.18,22.2,0
499,249.55,-0.24,21.2,0
500,250.07,-0.27,20.4,0
501,250.59,-0.29,20.3,0
502,251.10,-0.31,15.5,0
503,251.62,-0.35,17.3,0
504,252.05,-0.39,11.5,0
505,252.57,-0.35,16.2,0
506,253.07,-0.34,19.9,0
507,253.58,-0.35,14.0,0
508,254.09,-0.34,17.8,0
509,254.61,-0.32,23.5,0
510,255.12,-0.28,20.2,0
511,255.56,-0.27,23.0,0
512,256.07,-0.29,17.7,0
513,256.59,-0.22,23.4,0
514,257.11,-0.20,26.5,0
515,257.54,-0.16,27.5,0
516,258.05,-0.11,25.5,0
517,258.57,-0.07,30.0,0
518,259.08,-0.05,29.0,0
519,259.59,-0.05,23.8,0
520,260.10,0.02,34.8,0
521,260.62,0.01,26.5,0
522,261.06,0.02,28.5,0
523,261.58,0.02,30.2,0
524,262.08,0.04,28.0,0
525,262.60,0.02,25.8,0
526,263.11,0.05,32.7,0
527,263.55,0.04,25.5,0
528,264.06,0.06,31.5,0
529,264.58,0.00,21.8,0
530,265.09,0.02,25.9,0
531,265.61,-0.01,26.5,0
532,266.12,0.04,28.2,0
533,266.55,-0.01,25.7,0
534,267.07,0.00,27.0,0
535,267.59,-0.04,25.9,0
536,268.10,-0.05,27.4,0
537,268.61,-0.06,23.4,0
538,269.12,-0.07,21.3,0
539,269.63,-0.09,22.5,0
540,270.05,-0.11,19.1,0
541,270.57,-0.11,21.9,0
542,271.07,-0.10,23.0,0
543,271.58,-0.11,23.6,0
544,272.09,-0.16,16.6,0
545,272.61,-0.10,28.1,0
546,273.12,-0.09,26.7,0
547,273.54,-0.11,25.2,0
548,274.06,-0.11,25.0,0
549,274.57,-0.09,28.2,0
550,275.08,-0.07,29.6,0
551,275.59,-0.11,24.7,0
552,276.10,-0.06,26.2,0
553,276.61,-0.09,23.8,0
554,277.04,-0.06,25.3,0
555,277.55,-0.06,27.1,0
556,278.06,-0.05,26.4,0
557,278.58,-0.10,22.3,0
558,279.09,-0.06,22.5,0
559,279.60,-0.07,22.1,0
560,280.11,-0.02,24.4,0
561,280.54,-0.05,28.0,0
562,281.05,0.00,26.1,0
563,281.56,0.01,29.1,0
564,282.07,-0.01,23.8,0
565,282.59,0.04,32.3,0
566,283.11,0.02,25.9,0
567,283.62,0.04,26.3,0
568,284.04,0.06,33.2,0
569,284.56,0.01,26.3,0
570,285.07,0.05,31.1,0
571,285.58,0.04,29.8,0
572,286.09,0.07,30.1,0
573,286.60,0.04,28.0,0
574,287.11,0.00,20.8,0
575,287.62,0.05,32.1,0
576,288.05,0.02,25.9,0
577,288.56,0.01,23.8,0
578,289.08,0.01,29.0,0
579,289.58,0.04,26.5,0
580,290.09,0.01,27.5,0
581,290.60,0.01,24.8,0
582,291.11,0.01,32.7,0
583,291.54,-0.01,22.2,0
584,292.05,0.01,27.4,0
585,292.56,-0.02,21.9,0
586,293.07,-0.01,24.1,0
587,293.58,-0.04,21.6,0
588,294.09,-0.04,25.0,0
589,294.61,-0.02,27.0,0
590,295.12,-0.05,20.2,0
591,295.55,-0.02,29.7,0
592,296.06,-0.02,24.4,0
593,296.57,-0.06,17.1,0
594,297.08,-0.02,27.0,0
595,297.59,-0.01,30.2,0
596,298.10,-0.06,22.3,0
597,298.61,-0.01,29.1,0
598,299.05,-0.04,25.7,0
599,299.56,-0.09,14.4,0
600,300.07,-0.01,26.4,0
601,300.58,-0.02,23.4,0
602,301.09,-0.05,19.9,0
603,301.60,-0.04,26.4,0
604,302.11,-0.01,22.8,0
605,302.62,0.01,32.3,0
606,303.04,0.02,27.5,0
607,303.55,0.00,25.0,0
608,304.06,0.04,28.8,0
609,304.57,0.05,28.2,0
610,305.08,0.04,25.3,0
611,305.60,0.04,25.3,0
612,306.11,0.09,31.2,0
613,306.62,0.04,24.4,0
614,307.05,0.05,28.3,0
615,307.56,0.06,26.0,0
616,308.07,0.09,28.6,0
617,308.59,0.09,33.0,0
618,309.10,0.06,27.1,0
619,309.61,0.07,27.5,0
620,310.04,0.05,24.8,0
621,310.55,0.04,26.2,0
622,311.07,0.05,29.5,0
623,311.57,0.05,28.5,0
624,312.09,0.01,23.9,0
625,312.60,0.05,28.5,0
626,313.11,0.02,23.5,0
627,313.62,0.01,27.4,0
628,314.04,0.00,21.8,0
629,314.55,0.00,24.5,0
630,315.08,0.00,24.4,0
631,315.59,0.05,32.2,0
632,316.10,-0.02,19.4,0
633,316.61,-0.01,21.6,0
634,317.12,0.01,24.1,0
635,317.55,0.02,28.9,0
636,318.06,0.01,28.5,0
637,318.57,-0.01,22.4,0
638,319.07,0.01,23.2,0
639,319.58,0.02,24.6,0
640,320.09,0.05,30.6,0
641,320.61,0.00,25.4,0
642,321.12,0.01,24.2,0
643,321.55,-0.01,23.3,0
644,322.06,-0.01,23.3,0
645,322.57,0.01,26.9,0
646,323.08,0.02,27.9,0
647,323.59,-0.04,20.9,0
648,324.10,-0.02,23.9,0
649,324.62,-0.04,22.7,0
650,325.05,0.01,26.9,0
651,325.56,-0.04,20.0,0
652,326.07,0.00,26.4,0
653,326.58,0.00,28.2,0
654,327.09,-0.04,20.0,0
655,327.60,0.02,31.6,0
656,328.11,-0.02,24.8,0
657,328.62,0.00,28.1,0
658,329.04,-0.04,19.9,0
659,329.55,-0.01,26.1,0
660,330.06,0.00,26.4,0
661,330.57,-0.02,23.0,0
662,331.08,0.00,23.8,0
663,331.60,0.01,24.1,0
664,332.11,0.02,27.1,0
665,332.62,0.01,23.3,0
666,333.04,0.04,25.1,0
667,333.55,-0.04,19.1,0
668,334.06,0.01,26.8,0
669,334.58,0.05,30.5,0
670,335.09,0.01,21.5,0
671,335.60,0.01,26.0,0
672,336.11,0.02,27.2,0
673,336.54,0.04,29.3,0
674,337.06,0.04,29.4,0
675,337.57,0.04,27.7,0
676,338.08,0.00,25.6,0
677,338.59,0.00,27.4,0
678,339.11,0.01,26.0,0
679,339.62,-0.02,23.2,0
680,340.04,0.01,28.6,0
681,340.56,-0.02,25.6,0
682,341.07,0.01,26.9,0
683,341.59,-0.04,21.9,0
684,342.10,-0.01,26.1,0
685,342.61,-0.01,26.1,0
686,343.04,-0.01,25.3,0
687,343.55,0.04,29.5,0
688,344.06,0.01,23.3,0
689,344.58,0.00,29.0,0
690,345.09,-0.02,21.3,0
691,345.60,0.01,28.7,0
692,346.11,0.01,26.0,0
693,346.62,0.01,26.7,0
694,347.05,-0.01,28.6,0
695,347.56,0.02,32.5,0
696,348.07,-0.02,22.2,0
697,348.58,-0.02,20.4,0
698,349.08,-0.05,22.4,0
699,349.59,-0.04,21.8,0
700,350.10,-0.01,27.0,0
701,350.61,-0.04,21.8,0
702,351.04,0.00,27.3,0
703,351.55,-0.07,22.3,0
704,352.06,-0.06,23.7,0
705,352.57,-0.01,25.2,0
706,353.08,-0.02,26.3,0
707,353.60,-0.01,29.5,0
708,354.11,-0.01,23.3,0
709,354.62,0.01,29.5,0
710,355.05,0.00,25.5,0
711,355.55,-0.01,26.0,0
712,356.06,0.02,28.8,0
713,356.57,0.02,28.0,0
714,357.08,-0.04,19.9,0
715,357.59,-0.01,26.6,0
716,358.10,-0.04,20.0,0
717,358.61,-0.02,18.5,0
718,359.05,-0.02,26.5,0
719,359.56,-0.01,25.1,0
720,360.07,0.02,29.7,0
721,360.59,-0.06,20.8,0
722,361.10,-0.05,19.5,0
723,361.61,0.01,32.1,0
724,362.12,-0.01,27.6,0
725,362.55,-0.02,25.3,0
726,363.07,0.01,26.7,0
727,363.58,0.00,25.4,0
728,364.09,0.07,33.8,0
729,364.60,0.00,26.2,0
730,365.12,0.05,32.2,0
731,365.54,0.04,30.1,0
732,366.07,0.02,32.3,0
733,366.59,0.02,25.3,0
734,367.13,-0.01,41.7,0
735,367.56,-0.01,25.0,0
736,368.08,0.00,27.0,0
737,368.59,-0.01,27.6,0
738,369.11,-0.01,26.6,0
739,369.54,-0.01,21.5,0
740,370.05,0.01,25.7,0
741,370.57,-0.05,17.8,0
742,371.08,0.00,27.1,0
743,371.60,0.02,33.0,0
744,372.11,0.01,26.7,0
745,372.54,0.02,29.5,0
746,373.06,0.00,28.8,0
747,373.58,0.01,28.3,0
748,374.09,-0.01,23.3,0
749,374.61,-0.01,26.7,0
750,375.04,-0.01,25.0,0
751,375.56,-0.01,23.3,0
752,376.07,0.00,25.3,0
753,376.59,-0.04,20.8,0
754,377.11,-0.04,25.1,0
755,377.54,0.00,26.2,0
756,378.05,0.02,27.0,0
757,378.57,-0.02,24.5,0
758,379.08,0.00,25.4,0
759,379.60,-0.02,22.0,0
760,380.11,-0.02,23.8,0
761,380.54,0.01,28.4,0
762,381.06,0.02,32.2,0
763,381.58,-0.02,23.7,0
764,382.09,-0.01,29.3,0
765,382.60,-0.01,26.6,0
766,383.12,0.00,28.7,0
767,383.55,-0.02,22.9,0
768,384.06,-0.04,24.2,0
769,384.58,-0.02,22.9,0
770,385.09,-0.05,22.0,0
771,385.61,-0.01,25.7,0
772,386.04,0.02,27.8,0
773,386.55,0.01,27.3,0
774,387.07,0.00,26.1,0
775,387.59,0.01,29.2,0
776,388.10,0.00,23.5,0
777,388.62,0.04,29.9,0
778,389.05,0.00,23.6,0
779,389.57,-0.04,19.9,0
780,390.08,0.01,26.7,0
781,390.60,0.02,28.8,0
782,391.12,0.01,31.8,0
783,391.55,0.00,29.6,0
784,392.07,0.02,28.8,0
785,392.59,0.00,27.1,0
786,393.10,-0.02,21.9,0
787,393.62,-0.04,25.8,0
788,394.06,0.00,25.4,0
789,394.58,0.01,28.3,0
790,395.09,0.00,24.6,0
791,395.61,0.00,25.3,0
792,396.12,0.02,31.5,0
793,396.55,-0.04,22.3,0
794,397.07,0.00,31.4,0
795,397.59,0.01,30.0,0
796,398.10,-0.04,22.5,0
797,398.62,-0.01,27.5,0
798,399.05,-0.05,20.4,0
799,399.56,-0.06,21.7,0
800,400.08,-0.04,21.5,0
801,400.60,-0.04,20.7,0
802,401.12,-0.04,21.5,0
803,401.55,-0.05,22.8,0
804,402.07,-0.04,25.0,0
805,402.58,-0.01,27.4,0
806,403.10,-0.04,23.1,0
807,403.62,-0.07,24.5,0
808,404.05,-0.05,25.4,0
809,404.56,-0.01,31.8,0
810,405.07,-0.04,25.0,0
811,405.57,-0.05,22.7,0
812,406.09,-0.01,26.5,0
813,406.61,-0.05,23.5,0
814,407.12,-0.05,23.5,0
815,407.55,-0.02,26.0,0
816,408.07,-0.04,24.8,0
817,408.59,-0.01,28.9,0
818,409.10,-0.06,20.5,0
819,409.62,-0.06,23.0,0
820,410.05,-0.07,21.7,0
821,410.57,-0.04,22.9,0
822,411.07,-0.02,28.7,0
823,411.58,-0.05,22.5,0
824,412.09,-0.06,23.0,0
825,412.61,-0.05,23.2,0
826,413.12,-0.05,21.5,0
827,413.56,-0.10,14.8,0
828,414.07,-0.02,24.9,0
829,414.59,-0.04,25.4,0
830,415.11,-0.07,21.5,0
831,415.54,-0.06,25.4,0
832,416.05,-0.09,19.4,0
833,416.57,-0.06,27.0,0
834,417.08,-0.06,20.1,0
835,417.60,-0.05,23.1,0
836,418.11,-0.02,21.1,0
837,418.54,0.00,26.3,0
